exercise_name,equipment_name
Scapular Rows,cable
Standing V-Grip Cable Rows,cable
AM Close-Grip Pull-Down,cable
AM Wide-Grip Pull-Down,cable
UP Lat Pull-Down,cable
Reverse-grip lat pull-down,machine
Machine seated row,machine
Machine-assisted pull-up,machine
Single-arm pull-down,machine
Chest-Supported Smith Machine Row - Gethin Variation,machine
Single-arm machine high row,machine
Machine Pull-Over - Gethin Variation,machine
Seated Machine Row - Gethin Variation,machine
Wide-Grip Machine Row,machine
King Maker Lat Pull-Down,machine
Robertson Half-Kneeling Landmine Press,machine
Pullups,bodyweight
Pull-up,bodyweight
Muscle Up,bodyweight
Rope climb,bodyweight
Wide-Grip Rear Pull-Up,bodyweight
Side To Side Chins,bodyweight
Neutral-grip pull-up,bodyweight
Kipping Muscle Up,bodyweight
One Arm Against Wall,bodyweight
One Handed Hang,bodyweight
Standing side bend stretch,bodyweight
Burpee to pull-up,bodyweight
Negative pull-up,bodyweight
Chin-Up,bodyweight
HM Superman Lat Pull,bodyweight
AM Pull-Up,bodyweight
UP Chin-Up,bodyweight
Holman Alternating Forward and Side Punch,bodyweight
Jump to pull-up,bodyweight
Bent-over scapular slide,bodyweight
Iron cross stretch,bodyweight
Total Fitness Standing Lat Stretch,bodyweight
King Maker Pull-Up,bodyweight
Medicine ball slam,medicine ball
Catch and Overhead Throw,medicine ball
FYR2 Bent-Over Medicine Ball Slam,medicine ball
Dynamic Back Stretch,
Chair Lower Back Stretch,
Side-Lying Floor Stretch,
Band good morning-,resistance band
FYR2 Monster Banded Good Morning,resistance band
Band deadlift,resistance band
Lower back SMR,foam roll
Barbell deficit deadlift,barbell
Deadlift with Bands,barbell
Deadlift with Chains,barbell
Rack Pull with Bands,barbell
Rack pull,barbell
Seated Good Mornings,barbell
Stiff Leg Barbell Good Morning,barbell
Reverse Band Deadlift,barbell
Paul Carter Romanian Deadlift,barbell
TBS Good Morning,barbell
TBS Romanian Deadlift,barbell
Barbell deadlift-,barbell
Deadlift - Gethin Variation,barbell
Barbell good morning,barbell
UP Conventional Deadlift,barbell
30 Day Back Barbell Rack Pull,barbell
FYR Sumo Deadlift High Pull,kettlebell
Kettlebell deadlift,kettlebell
HM Kettlebell Swing,kettlebell
KV Romanian Deadlift with Kettlebell,kettlebell
FYR2 Kettlebell Good Morning,kettlebell
FYR2 Kettlebell Romanian Deadlift,kettlebell
FYR2 Kettlebell Staggered-Stance Deadlift,kettlebell
Dumbbell Fix Dumbbell Deadlift,dumbbell
Dumbbell skier,dumbbell
TBS Dumbbell Romanian Deadlift,dumbbell
Stiff-Legged Dumbbell Deadlift - Gethin Variation,dumbbell
UNS Dumbbell Romanian Deadlift,dumbbell
Holman Slow Deadlift,dumbbell
Holman Deadlift to Overhead Press,dumbbell
Holman Staggered-Stance Deadlift,dumbbell
Holman Deadlift to Front Raise,dumbbell
Holman Deadlift to Chest Press,dumbbell
Holman Deadlift to Squat Thrust,dumbbell
Holman Deadlift to Biceps Curl,dumbbell
Dumbbell kickstand deadlift,dumbbell
Single-leg stiff-legged deadlift to row,dumbbell
FYR2 Dumbbell Deadlift,dumbbell
FYR2 Dumbbell Deadlift to Dumbbell Upright Row,dumbbell
Atlas Stones,other
Axle Deadlift,other
Atlas Stone Trainer,other
Partner Flat-Bench Back Extension,other
Keg Load,other
Partner bench back extension,other
Rack Pull - Gethin Variation,other
Hex Bar Deadlift - Gethin Variation,other
Holman Deadlift,other
ACFT Low-handle trap bar deadlift,other
Neutral-grip lat pull-down,cable
Seated cable deadlift,cable
Cable stiff-legged deadlift,cable
Single-leg cable stiff-legged deadlift,cable
UNS Banded Dumbbell Romanian Deadlift,cable
Seated Back Extension,machine
Back extension,bodyweight
Hyperextensions With No Hyperextension Bench,bodyweight
Superman,bodyweight
Hug A Ball,bodyweight
Child's pose,bodyweight
Pelvic Tilt Into Bridge,bodyweight
Hug Knees To Chest,bodyweight
Pyramid,bodyweight
Partner Superman with alternating high-five,bodyweight
Yoga plex,bodyweight
TBS Back Extension,bodyweight
Lower Back Stretch - Yates Variation,bodyweight
Hyperextension - Gethin Variation,bodyweight
Back Extension - Gethin Variation,bodyweight
HM Banana Stretch,bodyweight
HM T-Spine Stretch on Wall,bodyweight
HM Child's Pose,bodyweight
HM Cobra,bodyweight
HM Cobra With Arm Retraction,bodyweight
HM Dive-Bomber,bodyweight
HM Downward-Facing Dog Pose,bodyweight
HM Downward Dog To Left Leg Extension To Warrior Pose,bodyweight
HM Downward Dog To Right Leg Extension To Warrior Pose,bodyweight
HM Spine Twist,bodyweight
HM Good Morning,bodyweight
HM Rag Doll,bodyweight
HM Upward-Facing Dog Pose,bodyweight
Superman-,bodyweight
Weighted back extension,bodyweight
MetaBurn Alternating Superman,bodyweight
MetaBurn Swimmer,bodyweight
Dancer's Stretch,
Cat Stretch,
Crossover Reverse Lunge,
Standing Pelvic Tilt,
Exercise ball weighted hyperextension,exercise ball
Exercise ball rear delt fly,exercise ball
Lying rear delt Y,exercise ball
Partner Facing Feet-Elevated Side Plank With Band Row,resistance band
Partner side plank band row,resistance band
Band-assisted chin-up,resistance band
30 Back Band-Assisted Pull-Up,resistance band
30 Back Reverse-Grip Band-Assisted Pull-Up,resistance band
Band bent-over row,resistance band
Heavy band bent-over row,resistance band
Reverse-grip bent-over row,barbell
One-Arm Long Bar Row,barbell
Bent Over Barbell Row,barbell
Yates Row Reverse Grip,barbell
Pendlay Row,barbell
Straight Bar Bench Mid Rows,barbell
Barbell seal row,barbell
Yates Row,barbell
Plate Row,barbell
Barbell Deadlift Bent Row Complex,barbell
Single-Arm Landmine Row,barbell
TBS T-Bar Row,barbell
TBS Deficit Deadlift,barbell
Bent-Over Barbell Row - Gethin Variation,barbell
Barbell bent-over row,barbell
UN Barbell Rack Pull,barbell
UN Barbell Scrape The Rack,barbell
Barbell deadlift bent-over row complex,barbell
30 Back Barbell Deadlift,barbell
30 Back Bent-Over Barbell Row,barbell
30 Back T-Bar Row,barbell
30 Back Underhand Bent-Over Barbell Row,barbell
Kettlebell alternating renegade row,kettlebell
Alternating Kettlebell Row,kettlebell
Two-Arm Kettlebell Row,kettlebell
Kettlebell bent-over row to clean,kettlebell
UP Deficit Kettlebell Stiff-Legged Deadlift,kettlebell
FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,kettlebell
FYR2 Double-Kettlebell Swing Clean,kettlebell
Single-arm kettlebell row-,kettlebell
FYR2 Ascending-Rep Swing-Squat Complex,kettlebell
One-Arm Dumbbell Row,dumbbell
Incline dumbbell row,dumbbell
Bent Over Two-Dumbbell Row With Palms In,dumbbell
Man-maker,dumbbell
Dumbbell bent-over row,dumbbell
Middle Back Shrug,dumbbell
Dumbbell pull-over to skullcrusher,dumbbell
Dumbbell Fix Single-Arm Dumbbell Row,dumbbell
Dumbbell Fix Bent-Over Dumbbell Row,dumbbell
Dumbbell Seal Row - Gethin Variation,dumbbell
Decline dumbbell chest fly,dumbbell
TBS Bent-Over Dumbbell Row,dumbbell
HM Alternating Bent-Over Quick Row,dumbbell
HM Bent-Over Dumbbell Row,dumbbell
AM Single Arm Row,dumbbell
Dumbbell stiff-legged deadlift,dumbbell
Single-arm bench dumbbell row,dumbbell
UN Bent-Over Dumbbell Row,dumbbell
UN Dumbbell RDL,dumbbell
UN Chest Supported Row,dumbbell
MetaBurn Bent-Over Renegade Row,dumbbell
30 Back Bent-Over Dumbbell Row,dumbbell
30 Back Dumbbell Pull-Over,dumbbell
30 Back Incline Dumbbell Row,dumbbell
30 Back Single-Arm Dumbbell Row,dumbbell
30 Back Single-Arm Dumbbell Swing Row,dumbbell
T-Bar Row with Handle,other
T-Bar Row,other
Alternating sit-through with crunch,other
Seated Cable Rows,cable
Upside-down pull-up,other
Smith machine inverted row,other
Lying T-Bar Row,other
Suspended row,other
Inverted Row with Straps,other
One Arm Chin-Up,other
Sled Row,other
Paul Carter T-Bar Row,other
Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,other
30 Back Plate Hyperextension,other
Single-arm cable seated row,cable
Paul Carter Lat Pull-Down,cable
TBS Lat Pull-Down,cable
One-Arm Cable Read Delt Fly - Gethin Variation,cable
UP Seated Cable Row,cable
UP Cable Straight-Arm Pull-Down,cable
UN Cable Pull-Through,cable
30 Back Close-Grip Seated Cable Row,cable
30 Back Incline Face-Up Cable Pull-Down,cable
30 Back Kneeling High Cable Pull-Down,cable
30 Back Leaning V-Bar Pull-Down,cable
30 Back Reverse-Grip Pull-Down,cable
30 Back Standing Low Cable Bar Row,cable
30 Back Standing Low Cable Rope Row,cable
30 Back Straight-Arm Bar Pull-Down,cable
30 Back Straight-Arm Rope Pull-Down,cable
30 Back Wide-Grip Behind-The-Head Pull-Down,cable
30 Back Wide-Grip Pull-Down,cable
30 back Wide-Grip Seated Cable Row,cable
Rower,machine
Smith machine bent-over row,machine
Leverage High Row,machine
Machine Low Row,machine
Standing lat pull-down,machine
30 Back Machine Seated Row,machine
30 Back Smith Machine Push-Up,machine
Mixed Grip Chin,bodyweight
Rhomboids SMR,bodyweight
Spinal Stretch,bodyweight
Upper Back Stretch,bodyweight
Middle Back Stretch,bodyweight
TBS Pull-Up,bodyweight
HM Angel Stretch,bodyweight
UNS Foam Roll Upper Back,bodyweight
30 Back Neutral-Grip Pull-Down,bodyweight
30 Back Pull-Up,bodyweight
30 Back Reverse-Grip Pull-Up,bodyweight
ACFT Medicine ball overhead power throw,medicine ball
Upright Row - With Bands,resistance band
Band seated row,resistance band
Barbell shrug,barbell
Barbell behind-the-back shrug,barbell
Clean Shrug,barbell
Snatch Shrug,barbell
Single-arm inverted row,barbell
Kettlebell sumo deadlift high pull,kettlebell
Standing dumbbell shrug,dumbbell
Standing dumbbell upright row,dumbbell
Dumbbell pull-over,dumbbell
Standing Dumbbell Shrug - Gethin Variation,dumbbell
Single-arm dumbbell row,dumbbell
Lying Face Down Plate Neck Resistance,other
Lying Face Up Plate Neck Resistance,other
Seated Head Harness Neck Resistance,other
Cable straight-bar upright row,cable
Cable shrug,cable
Smith machine shrug,machine
Leverage Shrug,machine
Calf-Machine Shoulder Shrug,machine
Smith machine behind-the-back shrug,machine
Smith machine upright row,machine
Machine low row-,machine
Machine Shrug - Gethin Variation,machine
Smith machine single-arm shrug,machine
Isometric Neck Exercise - Sides,bodyweight
Isometric Neck Exercise - Front And Back,bodyweight
Neck Bridge Prone,bodyweight
Side Neck Stretch,bodyweight
Neck-SMR,bodyweight
Scapular Pull-Up,
Single-leg depth squat,resistance band
Squats - With Bands,resistance band
Hip Flexion with Band,resistance band
Forward Band Walk,resistance band
Boss Everline Resistance-Band Pull Sprint,resistance band
Banded jump squat,resistance band
Speed Box Squat,resistance band
HM Banded Squat Toe Tap,resistance band
UP Band Abducted Squat,resistance band
FYR2 Lateral Band Walk,resistance band
FYR2 Banded Squat Hold-Pulse-Jump Complex,resistance band
Band split squat,resistance band
Band front squat,resistance band
Squat hold with band pull-apart,resistance band
Banded squat toe tap,resistance band
Band overhead squat,resistance band
Quadriceps SMR,foam roll
Clean from Blocks,barbell
Barbell Full Squat,barbell
Barbell back squat to box,barbell
Push-press,barbell
Power snatch-,barbell
Hang Clean,barbell
Barbell walking lunge,barbell
Olympic Squat,barbell
Narrow-stance squat,barbell
Box Squat with Bands,barbell
Weighted Jump Squat,barbell
Squat with Chains,barbell
Barbell Squat,barbell
Barbell front squat,barbell
Barbell forward lunge,barbell
Smith machine box squat,barbell
Barbell step-up,barbell
Barbell Bulgarian split squat,barbell
Hang Clean - Below the Knees,barbell
Barbell hack squat,barbell
Hack Squat,barbell
Barbell thruster,barbell
Split Jerk,barbell
Push-jerk,barbell
Barbell back squat,barbell
Zercher squat,barbell
Jefferson Squats,barbell
Jerk Dip Squat,barbell
Barbell side split squat,barbell
Frankenstein Squat,barbell
Barbell speed squat,barbell
Single-arm side deadlift,barbell
Barbell Squat To A Bench,barbell
Clean Pull,barbell
Front Barbell Squat To A Bench,barbell
Barbell reverse lunge,barbell
Split Clean,barbell
Close-stance dumbbell front squat,barbell
Front Squat (Clean Grip),barbell
Barbell front squat to back squat,barbell
Squat Jerk,barbell
Barbell Front-To-Back Squat,barbell
Box Squat with Chains,barbell
Snatch from Blocks,barbell
Power Snatch from Blocks,barbell
Front Squat (Bodybuilder),barbell
Barbell step-down reverse lunge,barbell
Squat with Bands,barbell
Heaving Snatch Balance,barbell
Snatch Balance,barbell
Reverse Band Power Squat,barbell
Paul Carter Back Squat,barbell
Paul Carter Barbell Split Squat,barbell
TBS High-Bar Back Squat,barbell
TBS Barbell Front Squat,barbell
Squat - Gethin Variation,barbell
Front-To-Back Barbell Squat,barbell
Barbell Lunge - Gethin Variation,barbell
Rack Deadlift - Gethin Variation,barbell
Barbell Squat - Gethin Variation,barbell
Barbell Good Morning - Gethin Variation,barbell
AM Barbell Squat,barbell
Plyometric Power Clean,barbell
Banded Split Jerk,barbell
UP Squat,barbell
UN Barbell Back Squat,barbell
UN Barbell Box Squat,barbell
UN Barbell Front Squat,barbell
KV Bulgarian Split Squat,barbell
King Maker Barbell Back Squat,barbell
King Maker Barbell Deadlift,barbell
30 Legs Barbell Back Squat,barbell
30 Legs Barbell Front Squat,barbell
Barbell Back Squats,barbell
Front Squats With Two Kettlebells,kettlebell
Kettlebell Pistol Squat,kettlebell
Goblet Squat,kettlebell
Kettlebell Curtsy Lunge,kettlebell
Single-arm kettlebell overhead squat,kettlebell
Kettlebell side squat,kettlebell
Kettlebell sumo squat,kettlebell
Kettlebell thruster progression,kettlebell
Kettlebell power clean,kettlebell
Kettlebell fire feet,kettlebell
Single Arm Overhead Kettlebell Squat,kettlebell
Pulsing goblet squat,kettlebell
Double-kettlebell alternating lunge to clean,kettlebell
FYR Goblet Squat,kettlebell
FYR Kettlebell Sumo Squat,kettlebell
Double-kettlebell front squat,kettlebell
FYR Kettlebell Squat Clean,kettlebell
Single-arm kettlebell front squat,kettlebell
Kettlebell front rack lunge,kettlebell
HM Turkish Get-Up,kettlebell
HM Single-Leg Romanian Deadlift,kettlebell
Taylor Single-Arm Kettlebell Front Squat,kettlebell
Taylor Kettlebell Goblet Squat,kettlebell
Goblet squat-,kettlebell
Holman Kettlebell Squat Clean,kettlebell
Holman Kettlebell Swing,kettlebell
Holman Kettlebell Swing Transfer,kettlebell
Dumbbell goblet squat-,kettlebell
Robertson Kettlebell Jump,kettlebell
FYR2 Alternating Kettlebell Squat Clean,kettlebell
FYR2 Banded Double-Kettlebell Squat Pulse,kettlebell
FYR2 Double-Kettlebell Ballin' Lunge,kettlebell
FYR2 Double-Kettlebell Front Rack Lunge,kettlebell
FYR2 Double-Kettlebell Front Squat,kettlebell
FYR2 Explosive Kettlebell Jump Squat,kettlebell
FYR2 Kettlebell Goblet Squat,kettlebell
FYR2 Kettlebell Reverse Lunge Switch Grip,kettlebell
FYR2 Kettlebell Reverse Lunge to Kneeling Press,kettlebell
FYR2 Kettlebell Sumo Squat Pulse,kettlebell
FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift,kettlebell
FYR2 Kettlebell Goblet-Squat-Deadlift Complex,kettlebell
FYR2 Kettlebell Squat-Press-Deadlift Complex,kettlebell
Goblet Squats,kettlebell
Dumbbell Goblet Squat,dumbbell
Dumbbell squat,dumbbell
Dumbbell Lunges,dumbbell
Dumbbell reverse lunge,dumbbell
Split Squat with Dumbbells,dumbbell
Dumbbell sumo squat,dumbbell
Dumbbell seated box jump,dumbbell
Dumbbell step-up,dumbbell
Dumbbell Walking Lunge,dumbbell
Dumbbell Squat To A Bench,dumbbell
Dumbbell thruster,dumbbell
Dumbbell front squat,dumbbell
Single-Arm Dumbbell Overhead Squat,dumbbell
Dumbbell lateral hop,dumbbell
Dumbbell lunge with biceps curl,dumbbell
Dumbbell Pistol Squat,dumbbell
Dumbbell Squat Snatch,dumbbell
Dumbbell Alternating Lunge,dumbbell
Dumbbell jump squat,dumbbell
Dumbbell Side Lunge,dumbbell
Boss Everline Dumbbell Lunge Jump,dumbbell
Dumbbell Fix Dumbbell Split Squat,dumbbell
Single-leg dumbbell Romanian deadlift,dumbbell
Dumbbell Fix Dumbbell Alternating Reverse Lunge,dumbbell
Dumbbell Fix Turkish Get-Up,dumbbell
Seesaw lunge,dumbbell
FYR Dumbbell Front Squat,dumbbell
Dumbbell split squat,dumbbell
Dumbbell deadlift,dumbbell
Single-arm stiff-legged deadlift,dumbbell
HM Dumbbell Overhead Squat,dumbbell
HM Dumbbell Squat,dumbbell
UNS Dumbbell Goblet Squat,dumbbell
Single-Arm Dumbbell Snatch,dumbbell
KV Dumbbell Lunges,dumbbell
Holman Squat to Biceps Curl,dumbbell
Holman Burpee to Biceps Curl,dumbbell
Holman Slow Weighted Reverse Lunge,dumbbell
Holman Slow Weighted Plie Squat,dumbbell
Holman Weighted Lunge Jump with Biceps Curl,dumbbell
Holman Left Reverse Lunge Chest Press to Left Knee-Up Chest Press,dumbbell
Holman Weighted Lunge Jump with Chest Press,dumbbell
Holman Weighted Half Jack to Biceps Curl,dumbbell
Holman Weighted Half Jack to Chest Press,dumbbell
Holman 180 Jump to Renegade Side Raise,dumbbell
Holman Right Reverse Lunge Biceps Curl to Right Knee-Up Biceps Curl,dumbbell
Holman Roll-Back to Squat Thrust to Renegade Row,dumbbell
Holman Roll-Back to Squat Thrust to Renegade Triceps Press,dumbbell
Holman Weighted Narrow Squat Jump,dumbbell
Holman Diagonal Deadlift,dumbbell
Holman Weighted Burpee to Triceps Press,dumbbell
Holman Squat Thrust Overhead Press,dumbbell
Holman Weighted Burpee to Chest Press,dumbbell
Holman Squat to Right-Arm Overhead Press,dumbbell
Holman Right Lunge Jump with Right Overhead Press,dumbbell
Holman Left Lunge Jump with Left Overhead Press,dumbbell
Holman Heavy Hip Drive,dumbbell
Holman Squat to Left-Arm Overhead Press,dumbbell
Holman Weighted Lunge Jump to Floor Lunge Jump,dumbbell
Holman Alternating Weighted Lunge Jump to Chest Press,dumbbell
Holman Weighted Burpee to Overhead Alternating Reverse Lunge,dumbbell
Holman Weighted 180 Jump to Chest Press,dumbbell
Holman Alternating Side Squat Overhead Press,dumbbell
Holman Right Lunge with Right Biceps Curl,dumbbell
Holman Left Lunge with Left Biceps Curl,dumbbell
Holman Squat Thrust to Alternating Front Raise,dumbbell
Dumbbell racked reverse lunge,dumbbell
Total Fitness Dumbbell Reverse Lunge,dumbbell
Single-arm dumbbell snatch-,dumbbell
Total Fitness Dumbbell Step-Up,dumbbell
Single-arm dumbbell front squat,dumbbell
King Maker Weighted Jump Squat,dumbbell
3D dumbbell lunge,dumbbell
MetaBurn Dumbbell Burpee,dumbbell
Dumbbell jump squat with rotation,dumbbell
MetaBurn Dumbbell Wide Squat to Rack,dumbbell
MetaBurn Reverse Lunge To High Pull,dumbbell
MetaBurn Reverse Lunge With Overhead Raise,dumbbell
MetaBurn Squat to Triceps Extension,dumbbell
30 Legs Dumbbell Goblet Squat,dumbbell
30 Legs Dumbbell Squat,dumbbell
Dumbbell step-down reverse lunge,dumbbell
Tire flip,other
Single Leg Push-off,other
Bear crawl sled drag,other
Bicycling,other
Hex-bar deadlift,other
Skating,other
Weighted sissy squat,other
Yoke Walk,other
Front Cone Hops (or hurdle hops),other
Weighted Squat,other
Bench skip,other
Backward Drag,other
Sled Push,other
Barbell squat with plate slide,other
Suspended split squat,other
Intermediate Hip Flexor and Quad Stretch,other
Sled Drag - Harness,other
Burpee over barbell,other
Dumbbell walking lunge-,other
Single-Leg Box Jump,other
Conan's Wheel,other
Single-Leg Hop Progression,other
Rickshaw Deadlift,other
Single-cone sprint drill,other
Single-Leg Stride Jump,other
Trap Bar Jump,other
Single-Leg Lateral Hop,other
Burpee Box-Jumps,other
Sandbag Load,other
Single-leg knee-tap squat,other
Car Deadlift,other
Barbell Squat To A Box,other
Double Under,other
Plate push,other
Hybrid deadlift,other
Boss Everline Suspension Side Run,other
Boss Everline Lunge Sled Push,other
Squat Bottom Position Hold,other
TRX Squat Jump,other
Landmine squat,other
Dumbbell Bulgarian split squat,other
Holman Towel Alternating Prisoner Reverse Lunge,other
Holman Weighted Burpee to Belly Touch,other
Holman Weighted Burpee to Front Punch,other
Holman Weighted Low Squat Punch,other
Holman Weighted Hook Punch to Squat Thrust,other
Holman Towel Alternating Side Lunge Squat,other
Holman Weighted Burpee to Renegade Side Punch,other
Holman Weighted Reverse Lunge to Knee-Up Overhead Press,other
Holman Lunge Jump with Overhead Press,other
Holman Weighted Burpee to Belly Touch to Standing T,other
Holman Weighted Squat Jump,other
Holman Weighted Plie Squat,other
Holman Heels-Elevated Sissy Squat,other
Holman Squat Jump to Overhead Press,other
Holman 180 Jump to Overhead Press,other
Holman Weighted Burpee to Row,other
Holman Weighted Burpee to 180 Jump,other
Holman Weighted 180 Jump,other
Holman Weighted Narrow-Mid-Wide Hop,other
Holman Alternating Weighted Diagonal Burpee,other
Holman Towel Burpee to Push-Up,other
Holman Towel Right Side Squat,other
ACFT Sprint-drag-carry,other
Cable Hip Adduction,cable
Cable Deadlifts,cable
KV Cable Squat,cable
Single-Leg Press,machine
Stair climber,machine
Leg Press,machine
Elliptical trainer,machine
Narrow-stance leg press,machine
Narrow Stance Hack Squats,machine
Stairmaster,machine
Machine Squat,machine
Smith machine back squat,machine
Leg Extensions,machine
Treadmill running,machine
Stationary bike,machine
Treadmill jogging,machine
Recumbent Bike,machine
Smith machine leg press,machine
Lying Machine Squat,machine
Seated Leg Press,machine
Smith machine pistol squat,machine
Leverage Deadlift,machine
Leg press-,machine
TBS Hack Squat,machine
Leg Extensions - Gethin Variation,machine
Seated leg press-,machine
Smith machine front squat,machine
Machine Deadlift - Gethin Variation,machine
Single-leg hack squat,machine
Narrow-stance hack squat,machine
Alternating Single-Leg Curl - Gethin Variation,machine
Stiff-Legged Deadlift - Gethin Variation,machine
Single-Leg Press - Gethin Variation,machine
Hack squat-,machine
Smith machine lunge squat,machine
Hack Squat - Gethin Variation,machine
Leg Press - Gethin Variation,machine
AM Leg Press,machine
Leg extension,machine
UP Quad Extension,machine
UP Single-Leg Press,machine
UP Leg Press,machine
Pop Squat On Leg Press,machine
King Maker Leg Press,machine
Single-leg leg press,machine
King Maker Hack Squat,machine
30 Legs Feet-High Leg Press,machine
30 Legs Leg Press,machine
30 Legs Leg Press Calf Raise,machine
30 Legs Lying Leg Curl,machine
30 Legs Machine Hack Squat,machine
30 Legs Single-Leg Leg Extension,machine
30 Legs Single-Leg Leg Press,machine
30 Legs Single-Leg Lying Leg Curl,machine
30 Legs Smith Machine Split Squat,machine
30 Legs Smith Machine Squat,machine
Jumping rope,bodyweight
Forward lunge,bodyweight
Side-to-side box skip,bodyweight
Bodyweight squat,bodyweight
Broad jump,bodyweight
Burpee,bodyweight
Trail Running/Walking,bodyweight
Scissors Jump,bodyweight
Jumping jack-,bodyweight
Arms-crossed jump squat,bodyweight
Bodyweight Reverse Lunge,bodyweight
Alien Squat,bodyweight
Treadmill walking,bodyweight
Rocket Jump,bodyweight
Depth jump box jump,bodyweight
Bodyweight Walking Lunge,bodyweight
Walking High Knees,bodyweight
Lateral lunge,bodyweight
Jump Squat,bodyweight
Over bench jump,bodyweight
Split Jump,bodyweight
90-degree jump squat,bodyweight
Skip,bodyweight
Kneeling hip flexor stretch,bodyweight
Iron Crosses (stretch),bodyweight
All Fours Quad Stretch,bodyweight
Lying quad stretch with band,bodyweight
One Half Locust,bodyweight
Standing Hip Flexors,bodyweight
Looking At Ceiling,bodyweight
Rear Leg Raises,bodyweight
On Your Side Quad Stretch,bodyweight
On-Your-Back Quad Stretch,bodyweight
Standing Elevated Quad Stretch,bodyweight
Thigh killa,bodyweight
Southpaw sprawl,bodyweight
Stride Jump Crossover,bodyweight
Side Standing Long Jump,bodyweight
Wall squat,bodyweight
Slide Jump Shot,bodyweight
Sprawl frog kick,bodyweight
Lateral Speed Step,bodyweight
Side Hop-Sprint,bodyweight
Pop squat,bodyweight
Star Jump,bodyweight
Side Lunge Touching Heel,bodyweight
Lying Prone Quadriceps,bodyweight
Fast Kick With Arm Circles,bodyweight
Single-leg box squat,bodyweight
Defensive Slide,bodyweight
Quick Leap,bodyweight
Vertical Mountain Climber,bodyweight
Reverse Burpee,bodyweight
Football Up-Down,bodyweight
Jump lunge heel kick,bodyweight
Burpee box jump,bodyweight
Linear Depth Jump,bodyweight
Slow Jog,bodyweight
High knees,bodyweight
Jumping Jack,bodyweight
Square Hop,bodyweight
Running lunge,bodyweight
In-out jump squat,bodyweight
Gorilla squat,bodyweight
Burpee tuck jump,bodyweight
Speed skater,bodyweight
Jumping knee up-down,bodyweight
Jump Lunge To Feet Jack,bodyweight
Reverse Lunge Rotation,bodyweight
Alternating standing knee-pull stretch,bodyweight
Seal jack,bodyweight
Kneeling quad thoracic stretch,bodyweight
Single-Leg Squat With Knee Tap,bodyweight
Shuttle run,bodyweight
Squat Isometric Hold,bodyweight
Wall sit,bodyweight
Walking lunge with hip extension,bodyweight
Squat with alternating side leg raise,bodyweight
Lateral Squats,bodyweight
Walking lunge with twist,bodyweight
Boss Everline Backward Lunge Walk,bodyweight
Reverse Diagonal Skaters,bodyweight
FYR Air Squat,bodyweight
FYR Tuck Jump,bodyweight
Push-up sprawl tuck jump,bodyweight
FYR Running Lunge,bodyweight
FYR Jumping Lunge,bodyweight
FYR Sprawl Frog Kick,bodyweight
Jump squat-,bodyweight
FYR Sprinter Burpee,bodyweight
Single-leg burpee,bodyweight
FYR Gorilla Squat,bodyweight
Banded compass jump squat,bodyweight
In-out sprawl,bodyweight
Knee-tuck kick-up,bodyweight
Bear crawl donkey kick,bodyweight
Southpaw sprawl with push-up,bodyweight
Bouncing lunge,bodyweight
Bodyweight Squat - Gethin Variation,bodyweight
FYR Alternating Lunge,bodyweight
Bodyweight Walking Lunge - Gethin Variation,bodyweight
Seated Quad Contraction,bodyweight
HM Squat with Alternating Leg Extension,bodyweight
HM Air Squat,bodyweight
HM Alternating Jump Lunge,bodyweight
HM Alternating Lunge-In-Place,bodyweight
HM Alternating Side Lunge,bodyweight
HM Sumo Pulse,bodyweight
HM Sumo Squat,bodyweight
HM Alternating Side-Kick,bodyweight
HM Tuck-Up Burpee,bodyweight
HM Bear Crawl,bodyweight
HM Bear Stance Fire Hydrant,bodyweight
HM Walking Frankenstein,bodyweight
HM Walking Hip Stretch,bodyweight
HM Wide Jump Squat,bodyweight
HM Boxer Shuffle,bodyweight
HM Running Lunge,bodyweight
HM Bulgarian Split Squat On Chair,bodyweight
HM Burpee,bodyweight
HM Butterfly,bodyweight
HM Alternating Lunge Push-Up,bodyweight
HM Comet,bodyweight
HM Couch Stretch,bodyweight
HM Down Up,bodyweight
HM Duck Walk,bodyweight
HM Fragon,bodyweight
HM Frankenstein,bodyweight
HM Single-Leg Squat on Chair,bodyweight
HM Single-Leg Touchdown,bodyweight
HM Speed Skater,bodyweight
HM Squat Jump,bodyweight
HM Squat Lunge,bodyweight
HM Garland Pose,bodyweight
HM High Knees,bodyweight
HM In-And-Out Squat,bodyweight
HM In-And-Out Squat Jump,bodyweight
HM Jumping Jack,bodyweight
HM Jumping Knee-Up,bodyweight
HM Jumping Rope,bodyweight
HM Right Calf-Spike Sumo Pulse,bodyweight
HM Reverse Lunge with Kick,bodyweight
HM Left Knee-Up,bodyweight
HM Left-Leg Lunge And Kick-Out,bodyweight
HM Mountain Pose,bodyweight
HM Butt Kickers,bodyweight
HM Right-Leg Lunge And Kick-Out,bodyweight
HM Sumo Get-Up,bodyweight
AM Jump Squat,bodyweight
AM Bodyweight Squat,bodyweight
High knees sprawl drill,bodyweight
UP Bulgarian Split Squat,bodyweight
UN Forward Lunge,bodyweight
UN Front Foot Elevated Split Squat,bodyweight
UNS Half-Kneeling Hip Flexor Stretch,bodyweight
